N° DE EXP.,TÍTULO DE EXHIBICIÓN,PAÍS(ES) DE PRODUCCIÓN,DIRECTOR,AÑO ,
A-03831,HIJOS DEL VIENTO,MEX-ESP,JOSÉ MIGUEL JUÁREZ,1998,
A-03832,MÁS QUE ALCANZAR UNA ESTRELLA,MEX,JUAN ANTONIO DE LA RIVA,1992,
A-03833,GABRIEL OROZCO,MEX,JUAN CARLOS MARTÍN,2002,
A-03834,NO JALEN QUE DESCOBIJAN,MEX,ALFREDO B. CREVENNA,1992,
A-03835,LA PIEL DE LA MUERTE,MEX,FERNANDO DURÁN,1992,
A-03836,SECUESTRADO,MEX,HERNANDO NAME,1990,
A-03837,EL TIGRE DE LA FRONTERA,MEX,ISMAEL RODRÍGUEZ JR,1992,
A-03838,EXXXORCISMOS,MEX,JAIME HUMBERTO HERMOSILLO,2002,
A-03839,FIBRA ÓPTICA,MEX,FRANCISCO ATHIE,1997,
A-03840,DE QUÉ LADO ESTÁS?,MEX-ALE-ESP,EVA LÓPEZ SÁNCHEZ,2001,
A-03841,LA FIEBRE DEL LOCO,MEX-CHILE-ESP,ANDRÉS WOOD,2001,
A-03842,LA TOMA DE LA EMBAJADA,MEX-COL-VEN,CIRO DURÁN,2000,
A-03843,DONDE QUEDÓ LA BOLITA?,MEX,RENÉ CARDONA JR.,1992,
A-03844,JULIO Y SU ANGEL,MEX,JULIO CERVERA,1996,
A-03845,PUNTO Y APARTE,MEX,PACO DEL TORO,2001,
A-03846,CIUDADES OSCURAS,MEX,FERNANDO SARIÑANA,2001,
A-03847,BALA PERDIDA,MEX,CHANO URUETA,1959,
A-03848,AMOROSOS FANTASMAS,MEX,CARLOS GARCÍA AGRAZ,1993,
A-03849,SANTO LUZBEL,MEX,MIGUEL SABIDO,1996,
A-03850,VERDUGO DE TRAIDORES,MEX,ALFREDO GURROLA,1986,
A-03851,LOS HUÉSPEDES DE LA MARQUESA,MEX,JAIME SALVADOR,1951,
A-03852,CUANDO BAJA LA MAREA,MEX,ALFONSO PATIÑO GÓMEZ,1948,
A-03853,TRAMA DE LA VIDA,MEX,DESCONOCIDO,1917,
A-03854,"EL AMOR DE TU VIDA, S.A.",MEX,LETICIA VENZOR,1994,
A-03855,A RITMO DE SALSA,MEX,RAMÓN OBÓN JR.,1993,
A-03856,A OSCURAS ME DA RISA,MEX,MANOLO GARCÍA,1994,
A-03857,EL DOLOR DE LOS HIJOS,MEX,MIGUEL ZACARÍAS,1948,
A-03858,BÉSAME EN LA BOCA,MEX,ABRAHAM CHEREM,1994,
A-03859 ,BONITA,MEX,RAÚL ARAIZA,1994,
A-03860,SIN REMITENTE,MEX,CARLOS CARRERA,1995,
A-03861,CÓMPLICES DEL INFIERNO,MEX,FERNANDO PÉREZ GAVILÁN,1994,
A-03862,QUÉ LINDO ES MICHOACÁN!,MEX,ISMAEL RODRÍGUEZ  ,1942,
A-03863,HEADS / TRAFICANTES DE CABEZAS,MEX-ALE,RAÚL FERNÁNDEZ,1996,
A-03864,EMBRUJO DE ROCK,MEX,RAFAEL MONTERO,1994,
A-03865,LA FICHERA MAS RÁPIDA DEL OESTE,MEX,"VÍCTOR MANUEL ""GÜERO"" CASTRO",1989,
A-03866,FUERA ROPA,MEX,RUBÉN GALINDO,1994,
A-03867,LAS MEDIAS DE SEDA,MEX,MIGUEL MORAYTA,1955,
A-03868,EL ARRECIFE DE LOS ALACRANES,MEX,HUGO STIGLITZ,1994,
A-03869,BAMBALINAS,MEX,TULIO DE MICHELI,1956,
A-03870,CUANDO EL DIABLO SOPLA,MEX,JAIME SALVADOR,1965,
A-03871,LOS FANFARRONES,MEX,ROGELIO A. GONZÁLEZ,1960,
A-03872,LUCES DE LA NOCHE,MEX,SERGIO MUÑOZ,1994,
A-03873,LOS FALSOS HÉROES,MEX,CARLOS TOUSSAINT,1961,
A-03874,EL DÍA Y LA NOCHE,MEX-FRA,BERNARD-HENRI LEVY,1996,
A-03875,MORENA,MEX,JORGE RAMÍREZ SUÁREZ,1994,
A-03876,LA CELDA DEL ALACRÁN,MEX,ANTONIO ORELLANA,1986,
A-03877,NADA QUE VER,MEX,ALEJANDRO GAMBOA,1994,
A-03878,DOBLE INDEMNIZACIÓN,MEX-EUA,RAÚL ARAIZA,1994,
A-03879,SEGUNDO SIGLO,MEX,JORGE BOLADO,1999,
A-03880,QUE VIVAN LOS MUERTOS!,MEX,JOAQUÍN BISSNER,1997,
A-03881,SOBRENATURAL,MEX,DANIEL GRUENER,1995,
A-03882, RECLUSORIO I,MEX,ISMAEL RODRÍGUEZ,1995,
A-03883,ÁNGEL DEL INFIERNO,MEX,RENÉ CARDONA,1958,
A-03884,REINA Y REY,MEX-CUBA-ESP,JULIO GARCÍA ESPINOSA,1994,
A-03885,LA HABITACIÓN AZUL,MEX-ESP,WALTER DOEHNER,2002,
A-03886,AMOR Y PECADO,MEX,ALFREDO B. CREVENNA,1955,
A-03887,LA RISA EN VACACIONES 5,MEX,RENÉ CARDONA JR.,1994,
A-03888,LA SEÑORITA,MEX,MARIO HERNÁNDEZ,1993,
A-03889,TRES MINUTOS EN LA OSCURIDAD,MEX,PABLO GÓMEZ-SAENZ,1994,
A-03890,LOS BANDIDOS DE RIO FRIO,MEX,ROGELIO A. GONZALEZ,1954,
A-03891,UN HILITO DE SANGRE,MEX,ERWIN NEUMAIER,1994,
A-03892,"SÁLVAME, UNA LUZ EN LA OSCURIDAD",MEX,ADOLFO MARTÍNEZ SOLARES / ROBERTO PALAZUELOS,1996,
A-03893,DIOS LOS CRIA,MEX,GILBERTO MARTÍNEZ SOLARES,1953,
A-03894,ALTA TENSIÓN,MEX,RODOLFO DE ANDA,1996,
A-03895,VIVA SAN ISIDRO,MEX-ITA,ALEXANDRO CAPELLETTI,1994-1995,
A-03896,EL PUEBLO MEXICANO QUE CAMINA,MEX,JUAN FRANCISCO URRUSTI,1987-1995,
A-03897,FRAY TORERO,MEX-ESP,JOSÉ LUIS SÁENZ DE HEREDIA,1966,
A-03898,DOS MEXICANOS EN ARAGÓN,MEX-ESP,LEÓN KLIMOVSKY,1957,
A-03899,ME TENGO QUE CASAR,MEX,MANOLO GARCÍA,1994,
A-03900,LA CHILINDRINA EN APUROS,MEX,JUAN ANTONIO DE LA RIVA,1994,
A-03901,CUATRO A LA FUGA,MEX,GILBERTO DE ANDA,1992,
A-03902,PERDÓNAME TODO,MEX,RAÚL ARAIZA,1995,
A-03903,DOS GALLOS DE ORO,MEX,MARIO HERNÁNDEZ,1994,
A-03904,LAS RIQUEZAS DE QUINTANA ROO,MEX,SALVADOR TOSCANO,1917,
A-03905,CREPÚSCULO,MEX,JULIO BRACHO,1944,
A-03906,LA TUMBA DEL ATLÁNTICO,MEX,RODOLFO DE ANDA,1991,
A-03907,SEMANA GRÁFICA,MEX,SIN DATOS,1917,
A-03908,LA LINEA PATERNA,MEX,JOSÉ BUIL / MARISA SISTACH,1995,
A-03909,SALÓN MÉXICO,MEX,JOSÉ LUIS GARCÍA AGRAZ,1994,
A-03910,JAPÓN,MEX-ESP,CARLOS REYGADAS,2002,
A-03911,El ZORRO VENGADOR,MEX,ZACARÍAS GÓMEZ URQUIZA,1961,
A-03912,TRAFICANTES DEL SEXO,MEX,ÁNGEL RODRÍGUEZ VÁZQUEZ,1994,
A-03913,"LOS TEMERARIOS, SUEÑO Y REALIDAD",MEX,RAÚL ARAIZA,1993,
A-03914,EL LIBRO DE PIEDRA,MEX,JULIO CÉSAR ESTRADA,2007,
A-03915,POSES DE LOS ARTISTAS DE LA CUAUHTEMOC FILMS,MEX,GUSTAVO ARISTAÍN,1917,
A-03916,SANTO ENREDO,MEX,JOAQUÍN BISSNER,1994,
A-03917,PRÁCTICAS DEL PERSONAL FEMENINO DE LA SECCION DE ENFERMERÍA,MEX,GUSTAVO ARISTAÍN,1917,
A-03918 ,BENDITO INFIERNO,MEX-ESP-FRA-ITA,AGUSTÍN DÍAZ YANES,2001,
A-03919,LOS HERMANOS BUENA ONDA,MEX,FERNANDO PÉREZ GAVILÁN,1993,
A-03920,CRIMEN PERFECTO,MEX,RAFAEL MONTERO,1993,
A-03921,ÚLTIMA LLAMADA,MEX,CARLOS GARCÍA AGRAZ,1996,
A-03922,EL DIRIGIBLE,MEX-URU-CUBA-GB-SUI,PABLO DOTTA,1994,
A-03923,EPISODIOS DE LA PERMANENCIA DEL GOB. CONSTITUCIONALISTA EN VERACRUZ,MEX,JOAQUÍN COSS,1917,
A-03924,LA CANTINA,MEX,"VÍCTOR MANUEL ""GÜERO"" CASTRO",1993,
A-03925,LA REINA DE LA OPERETA,MEX,JOSÉ BENAVIDES JR.,1945,
A-03926,EL SALARIO DE LA MUERTE,MEX,SERGIO VÉJAR,1993,
A-03927,MATAR ES FACIL,MEX,SERGIO VÉJAR,1966,
A-03928,A SANGRE Y FUEGO,MEX,GILBERTO DE ANDA,1988,
A-03929,AL MARGEN DE LA LEY,MEX,FERNANDO DURÁN,1989,
A-03930,ALGUNAS NUBES,MEX,CARLOS GARCÍA AGRAZ,1994,
A-03931,AUTOPSIA DE UN FANTASMA,MEX,ISMAEL RODRÍGUEZ,1966,
A-03932,"ORLAK, EL INFIERNO DE FRANKENSTEIN",MEX,RAFAEL BALEDÓN,1960,
A-03933,YO HICE A ROQUE III,MEX,BENITO ALAZRAKI,1993,
A-03934,LOS INOCENTES,MEX,RAFAEL BALEDÓN,1960,
A-03935,UNA PAPA SIN CATSUP,MEX,SERGIO ANDRADE,1995,
A-03936,UN VOLCÁN CON LAVA DE HIELO,MEX,VALENTINA LEDUC,1994,
A-03937,EL ENMASCARADO DE PLATA,MEX,RENÉ CARDONA   ,1952,
A-03938,BÉSAME MUCHO... LA PELÍCULA,MEX-COL-VEN,PHILIPPE TOLEDANO,1995,
A-03939,EL DUENDE Y YO,MEX,GILBERTO MARTÍNEZ SOLARES,1960,
A-03940,EL SEXO FUERTE,MEX,EMILIO GÓMEZ MURIEL,1945,
A-03941,"SEDA, SANGRE Y SOL",MEX,FERNANDO A. RIVERO,1941,
A-03942,INSTALACIONES PETROLÍFERAS DEL PÁNUCO,MEX,ÁLVAREZ ARRONDO Y CÍA.,1917,
A-03943,REENCUENTROS,MEX,REYES BERCINI,1995-1996,
A-03944,LA HORA DE LA VERDAD,MEX,NORMAN FOSTER,1944,
A-03945,EL GRITO DE LA CARNE,MEX,FERNANDO SOLER,1950,
A-03946,ALTO PODER,MEX-EUA,JOSÉ LUIS URQUIETA,1990,
A-03947,LOS APUROS DE UN MAFIOSO,MEX,JULIO RUIZ LLANEZA,1991,
A-03948,ESCUELA PARA BRUJAS,MEX,ALBERTO MARISCAL,1988,
A-03949,ESCUADRON COUNTERFORCE,MEX-EUA,J. ANTHONY LOMA,1988,
A-03950,GUERRILLA SALVAJE /TOY SOLDIERS,MEX-EUA,DAVID FISHER,1983,
A-03951,LA VÍBORA,MEX,RAÚL ARAIZA,1994,
A-03952,MILAGRO EN EL BARRIO,MEX,DAMIÁN ACOSTA ESPARZA,1989,
A-03953,DE MUERTE NATURAL,MEX,BENJAMÍN CANN,1984-1987,
A-03954,LA MUERTE ENAMORADA,MEX,ERNESTO CORTÁZAR,1950,
A-03955,VUELA ANGELITO,MEX-ALE,CHRISTIANE BURKHARD,2001,
A-03956,SAN FELIPE DE JESÚS,MEX,JULIO BRACHO,1949,
A-03957,SEÑORITAS,MEX,FERNANDO MÉNDEZ,1958,
A-03958,"VAINILLA, BRONCE Y MORIR",MEX,ROGELIO A. GONZÁLEZ,1956,
A-03959,CARRERA DE AUTOMÓVILES DEL DOMINGO 2 DE SEPTIEMBRE DE 1917,MEX,DESCONOCIDO,1917,
A-03960,EL FANTASMA DEL LAGO,MEX,BENITO ALAZRAKI,1979,
A-03961,TEATRO DEL CRIMEN,MEX,FERNANDO CORTÉS,1956,
A-03962,FURIA EN EL EDEN,MEX,MAURICIO DE LA SERNA,1962,
A-03963,CILANTRO Y PEREJIL,MEX,RAFAEL MONTERO,1994,
A-03964,EL ANZUELO,MEX,ERNESTO RIMOCH,1995,
A-03965,"BAJO CALIFORNIA, EL LÍMITE DEL TIEMPO",MEX,CARLOS BOLADO,1997-1998,
A-03966,UN SECRETO DE ESPERANZA,MEX,LEOPOLDO LABORDE,2002,
A-03967,LA RISA EN VACACIONES 6,MEX,RENÉ CARDONA JR.,1994,
A-03968,LA MUJER DE LOS DOS,MEX,GILBERTO MARTÍNEZ SOLARES,1996,
A-03969,LA NAVE DE LOS SUEÑOS,MEX-VEN-COL,CIRO DURÁN,1995,
A-03970,EDIPO ALCALDE,MEX-COL.ESP,JORGE ALI TRIANA,1996,
A-03971,ELISA ANTES DEL FIN DEL MUNDO,MEX,JUAN ANTONIO DE LA RIVA,1997,
A-03972,PROFUNDO CARMESÍ,MEX-ESP-FRA,ARTURO RIPSTEIN,1996,
A-03973,UN BESO A ESTA TIERRA,MEX,DANIEL GOLDBERG,1994,
A-03974,EL CRIMEN DEL PADRE AMARO,MEX-ARG-FRA-ESP,CARLOS CARRERA,2002,
A-03975,QUIÉN DIABLOS ES JULIETTE?,MEX,CARLOS MARCOVICH,1997,
A-03976,FRONTERILANDIA,MEX-EUA,JESSE LERNER / RUBÉN ORTÍZ TORRES / ANTONIO URRUTIA,1995,
A-03977,EL EVANGELIO DE LAS MARAVILLAS,MEX-ESP-ARG,ARTURO RIPSTEIN,1998,
A-03978,UN DULCE OLOR A MUERTE,MEX-ESP-ARG,GABRIEL RETES,1998,
A-03979,ASESINATO EN LOS ESTUDIOS,MEX,RAPHAEL J. SEVILLA,1944,
A-03980,EL MUSEO DEL CRIMEN,MEX,RENÉ CARDONA,1944,
A-03981,CRISIS,MEX,ADOLFO MARTÍNEZ SOLARES/GILBERTO MARTÍNEZ SOLARES,1997,
A-03982,PAULINA,MEX-CAN-EUA,VICKY FUNARI,1997,
A-03983,PAREJAS,MEX,ENRIQUE ARROYO,1996,
A-03984,EL AGUJERO,MEX,BETO GÓMEZ,1996,
A-03985,CADA OVEJA CON SU PAREJA,MEX,ALFREDO B. CREVENNA,1964,
A-03986,EL ÚLTIMO PROFETA,MEX,JUAN ANTONIO DE LA RIVA,1999,
A-03987,LOS DESHEREDADOS,MEX,GUILLERMO BAQUERIZA,1935,
A-03988,LOS AMORES DE AMPARITO,MEX,CARLOS MARTÍNEZ DE ARREDONDO,1917,
A-03989,ALBUR DE AMOR (1947),MEX,ALFONSO PATIÑO GÓMEZ,1947,
A-03990,LA ENGAÑADORA,MEX,JOSÉ DÍAZ MORALES,1953,
A-03991,AVE MARIA,MEX-ESP,EDUARDO ROSSOFF,1999,
A-03992,EL REY DEL TOMATE,MEX,MIGUEL M. DELGADO,1962,
A-03993,NACIDOS PARA CANTAR,MEX,EMILIO GÓMEZ MURIEL,1965,
A-03994,EL PRÓFUGO,MEX,JORGE MANRIQUE,1989,
A-03995,EL AMOR DE LOS AMORES,MEX-ESP,JUAN DE ORDUÑA,1961,
A-03996,EL GALLO DE ORO,MEX-ITA,GIUSEPPE BENNATI,1955,
A-03997,16 EN LA LISTA.  CRÍMENES EN JUÁREZ,MEX,ROBERTO RODOBERTI,1998,
A-03998,ME GUSTAN VALENTONES,MEX,JULIÁN SOLER,1958,
A-03999,EL PECADO DE SER MUJER,MEX,ZACARÍAS GÓMEZ URQUIZA,1954,
A-04000,SOY UN PRÓFUGO,MEX,MIGUEL M. DELGADO,1946,
A-04001,ENTREGA INMEDIATA,MEX,MIGUEL M. DELGADO,1963,
A-04002,MARÍA,MEX,CHANO URUETA,1938,
A-04003,LA LEY DE HERODES,MEX,LUIS ESTRADA,1999,
A-04004,EL ASESINO SE EMBARCA,MEX,MIGUEL M. DELGADO,1966,
A-04005,UNA ACCIÓN SIMPLE,MEX,CARLOS GALLARDO,1996,
A-04006,LAS DELICIAS DEL PODER,MEX,IVÁN LIPKIES,1998,
A-04007,SIEMPRE HAY UN MAÑANA,MEX,MIGUEL MORAYTA,1961,
A-04008,MUERTE EN EL RING,MEX,FERNANDO OROZCO,1972,
A-04009,CADETES DE LA NAVAL,MEX,FERNANDO PALACIOS,1944,
A-04010,FELIPE CARRILLO PUERTO ,MEX,RICARDO CANTO ESCOFFIE,1996,
A-04011,ENTRE LA TARDE Y LA NOCHE,MEX,ÓSCAR BLANCARTE,2000,
A-04012,DIABLOS EN EL CIELO,MEX,RAFAEL BALEDÓN,1964,
A-04013,FLOR DE FANGO,MEX,JUAN J. ORTEGA,1941,
A-04014,COMO YO TE QUERIA,MEX,RAPHAEL J. SEVILLA,1944,
A-04015,"FUERTE, AUDAZ Y VALIENTE",MEX,RENÉ CARDONA,1962,
A-04016,EL GRAN PILLO,MEX,GILBERTO GAZCÓN,1958,
A-04017,EL HOMBRE Y EL MONSTRUO,MEX,RAFAEL BALEDÓN,1958,
A-04018,HERENCIA MALDITA,MEX,JUAN J. ORTEGA,1963,
A-04019,NO NIEGO MI PASADO,MEX,ALBERTO GOUT,1951,
A-04020,EL INFIERNO DE LOS POBRES,MEX,JUAN OROL,1950,
A-04021,INMACULADA,MEX,JULIO BRACHO,1950,
A-04022,IRMA LA MALA,MEX,RAPHAEL J. SEVILLA,1936,
A-04023,JESÚS DE NAZARETH,MEX,JOSÉ DÍAZ MORALES,1942,
A-04024,LA LLORONA,MEX,RENÉ CARDONA,1959,
A-04025,MADRE QUERIDA (2A. VERSIÓN),MEX,JUAN OROL,1950,
A-04026,LA MENTIRA,MEX,JUAN J. ORTEGA,1952,
A-04027,MIS MANOS,MEX,JULIO CAHERO CASTRO,1966,
A-04028,NO ME OLVIDES NUNCA,MEX-CUBA,JUAN J. ORTEGA,1955,
A-04029,EL NIÑO Y EL MURO,MEX-ESP,ISMAEL RODRÍGUEZ,1964,
A-04030,NO SOY MONEDITA DE ORO,MEX,CHANO URUETA,1958,
A-04031,NOSOTROS LOS RATEROS,MEX,JAIME SALVADOR,1949,
A-04032,PUERTO DE TENTACIÓN,MEX,RENÉ CARDONA,1951,
A-04033,PRECIOSA,MEX,JUAN J. ORTEGA,1964,
A-04034,EL PECADO DE LAURA,MEX,JULIÁN SOLER,1948,
A-04035,LOS PAQUETES DE PAQUITA,MEX,ISMAEL RODRÍGUEZ,1954,
A-04036,PASIONES TORMENTOSAS,MEX,JUAN OROL,1945,
A-04037,LA CASA EMBRUJADA,MEX,FERNANDO A. RIVERO,1944,
A-04038,QUE BONITO ES QUERER,MEX,ALFREDO B. CREVENNA,1962,
A-04039,REFIFI ENTRE LAS MUJERES,MEX,FERNANDO CORTÉS,1956,
A-04040,RENCOR DE LA TIERRA,MEX,ALFREDO B. CREVENNA,1949,
A-04041,EL ASESINO INVISIBLE,MEX,RENÉ CARDONA,1964,
A-04042,LA CASA DE LA ZORRA,MEX,JUAN J. ORTEGA,1945,
A-04043,ALMA DE SACRIFICIO,MEX,JOAQUÍN COSS,1917,
A-04044,CAMINO DE SACRAMENTO,MEX,CHANO URUETA,1945,
A-04045,ESTE AMOR SI ES AMOR,MEX,CARLOS TOUSSAINT,1962,
A-04046,UN DOMINGO EN LA TARDE,MEX,RAFAEL E. PORTAS,1938,
A-04047,CITA CON LA MUERTE,MEX,JAIME SALVADOR,1948,
A-04048,UN CORAZÓN BURLADO,MEX,JOSÉ BENAVIDES JR.,1944,
A-04049,CASA DE MUÑECAS,MEX,ALFREDO B. CREVENNA,1953,
A-04050,MARTIN GARATUZA,MEX,GABRIEL SORIA,1935,
A-04051,MAREJADA,MEX,CARLOS TOUSSAINT,1952,
A-04052,CRÓNICA DE UN DESAYUNO,MEX,BENJAMÍN CANN,2000,
A-04053,EL ASESINO DE TONTOS / THE FOOL KILLER,MEX-EUA,SERVANDO GONZÁLEZ,1963,
A-04054,DEL OLVIDO AL NO ME ACUERDO,MEX,JUAN CARLOS RULFO,1999,
A-04055,OTAOLA O LA REPÚBLICA DEL EXILIO,MEX,RAÚL BUSTEROS,2000,
A-04056,DE IDA Y VUELTA,MEX,SALVADOR AGUIRRE,2000,
A-04057,LA VUELTA DEL CHARRO NEGRO,MEX,RAÚL DE ANDA,1941,
A-04058,TRES HERMANOS,MEX,JOSÉ BENAVIDES JR.,1943,
A-04059,LA RAZÓN DE LA CULPA,MEX,JUAN J. ORTEGA,1942,
A-04060,DANCING (SALÓN DE BAILE),MEX,MIGUEL MORAYTA,1951,
A-04061,YO FUI UNA CALLEJERA,MEX,JOSELITO RODRÍGUEZ,1951,
A-04062,SANDRA (LA MUJER DE FUEGO),MEX-CUBA,JUAN OROL,1952,
A-04063,TRES CITAS CON EL DESTINO,MEX-ARG-ESP,FERNANDO DE FUENTES / FLORIÁN REY / LEÓN KLIMOVSKY,1953,
A-04064,EL AMOR QUE TRIUNFA,MEX,CARLOS MARTÍNEZ DE ARREDONDO / MANUEL CIREROL SANSORES,1917,
A-04065,YO NO ME CASO COMPADRE,MEX,MIGUEL M. DELGADO,1959,
A-04066,SUEÑOS DE GLORIA,MEX,ZACARÍAS GÓMEZ URQUIZA,1952,
A-04067,YANCO,MEX,SERVANDO GONZÁLEZ,1960,
A-04068,LAS INFIELES,MEX,ALEJANDRO GALINDO,1953,
A-04069,TODO EL PODER,MEX,FERNANDO SARIÑANA,1999,
A-04070,EL CORAZON Y LA ESPADA (LA ROSA O LA ESPADA),MEX-EUA,EDWARD DEIN / CARLOS VÉJAR,1953,
A-04071,TALPA,MEX,ALFREDO B. CREVENNA ,1955,
A-04072,QUÉ HAGO CON LA CRIATURA?,MEX,RAMON PEÓN,1935,
A-04073,REBELIÓN,MEX,MANUEL G. GÓMEZ,1934,
A-04074,"TIERRA, AMOR Y DOLOR",MEX,RAMÓN PEÓN / JULIÁN S. GONZÁLEZ,1934,
A-04075,QUIÉN MATÓ A EVA?,MEX,"JOSÉ ""CHE"" BOHR",1934,
A-04076,MUJERES SIN ALMA (VENGANZA SUPREMA),MEX,RAMÓN PEÓN / JUAN OROL,1934,
A-04077,DOÑA MALINCHE,MEX,JOSÉ CASTELLOT JR. / HILARIO PAULLADA,1934,
A-04078,BOHEMIOS,MEX,RAFAEL E. PORTAS,1934,
A-04079,ALMAS ENCONTRADAS,MEX,RAPHAEL J. SEVILLA,1933,
A-04080,PROFANACIÓN,MEX,CHANO URUETA / RAMON PEÓN,1933,
A-04081,SAGRARIO,MEX,RAMON PEÓN,1933,
A-04082,SU ÚLTIMA CANCIÓN,MEX,JOHN J. AUER / FERNANDO DE FUENTES,1933,
A-04083,LA SANGRE MANDA,MEX,"JOSÉ ""CHE"" BOHR",1933,
A-04084,EL VUELO DE LA MUERTE,MEX,"GUILLERMO ""INDIO"" CALLES",1933,
A-04085,UNA VIDA POR OTRA,MEX,JOHN H. AUER,1932,
A-04086,MÁS FUERTE QUE EL DEBER,MEX,RAPHAEL J. SEVILLA,1930,
A-04087,NOCHES DE GLORIA,MEX,ROLANDO AGUILAR,1937,
A-04088,NO BASTA SER MADRE,MEX,RAMÓN PEÓN,1937,
A-04089,LA MADRINA DEL DIABLO,MEX,ALEX PHILLIPS,1937,
A-04090,LA LLAGA,MEX,RAMÓN PEÓN,1937,
A-04091,DON JUAN TENORIO,MEX,RENÉ CARDONA,1937,
A-04092,EL BASTARDO,MEX,RAMÓN PEÓN,1937,
A-04093,AVE SIN RUMBO,MEX,ROBERTO O'QUIGLEY,1937,
A-04094,ALARMA,MEX,RENÉ CARDONA,1937,
A-04095,NOVILLERO,MEX,BORIS MAICON,1936,
A-04096,HONRARÁS A TUS PADRES,MEX,JUAN OROL,1936,
A-04097,ESOS HOMBRES! (MALDITOS SEAN LOS HOMBRES),MEX,ROLANDO AGUILAR,1936,
A-04098,JUDAS,MEX,MANUEL R. OJEDA,1936,
A-04099,MADRES DEL MUNDO,MEX,ROLANDO AGUILAR,1936,
A-04100,TRAS LA REJA,MEX,JORGE M. DADA,1936,
A-04101,ASÍ ES LA MUJER,MEX,"JOSÉ ""CHE"" BOHR",1936,
A-04102,HOY COMIENZA LA VIDA,MEX,ALEX PHILLIPS,1935,
A-04103,MÁS ALLÁ DE LA MUERTE,MEX,RAMÓN PEÓN,1935,
A-04104,SUEÑO DE AMOR,MEX,"JOSÉ ""CHE"" BOHR",1935,
A-04105,SILENCIO SUBLIME,MEX,RAMÓN PEÓN,1935,
A-04106,TODO UN HOMBRE,MEX,RAMÓN PEÓN,1935,
A-04107,MÉXICO LINDO,MEX,RAMÓN PEREDA,1938,
A-04108,MIENTRAS MÉXICO DUERME,MEX,ALEJANDRO GALINDO,1938,
A-04109,LOS MILLONES DE CHAFLÁN,MEX,ROLANDO AGUILAR,1938,
A-04110,NOBLEZA RANCHERA,MEX,ALFREDO DEL DIESTRO,1938,
A-04111,LA REINA DEL RÍO,MEX,RENÉ CARDONA,1938,
A-04112,SU ADORABLE MAJADERO,MEX,ALBERTO GOUT,1938,
A-04113,LA TIERRA DEL MARIACHI,MEX,RAÚL DE ANDA,1938,
A-04114,TIERRA BRAVA,MEX,RENÉ CARDONA,1938,
A-04115,LA VIRGEN DE LA SIERRA,MEX,"GUILLERMO ""INDIO"" CALLES",1938,
A-04116,UNA LUZ EN MI CAMINO,MEX,"JOSÉ ""CHE"" BOHR",1938,
A-04117,LUNA CRIOLLA,MEX,RAPHAEL J. SEVILLA,1938,
A-04118,EL HOTEL DE LOS CHIFLADOS,MEX,ANTONIO HELÚ,1938,
A-04119,ESTRELLITA,MEX,RENÉ CARDONA,1938,
A-04120,LA VIRGEN DE LA LUJURIA,MES-ESP-PORT,ARTURO RIPSTEIN,2002,
A-04121,EL CRIMEN DEL EXPRESO,MEX,MANUEL NORIEGA,1938,
A-04122,EL COBARDE,MEX,RENÉ CARDONA,1938,
A-04123,LA BESTIA NEGRA,MEX,GABRIEL SORIA,1938,
A-04124,EL BESO MORTAL,MEX,FERNANDO A. RIVERO,1938,
A-04125,ALMA NORTEÑA,MEX,ROBERTO GUZMÁN,1938,
A-04126,LA OBLIGACIÓN DE ASESINAR,MEX,ANTONIO HELÚ,1937,
A-04127,MIENTE Y SERÁS FELIZ,MEX,RAPHAEL J. SEVILLA,1939,
A-04128,MUJERES Y TOROS,MEX,JUAN JOSÉ SEGURA,1939,
A-04129,HOMBRES DEL AIRE,MEX,GILBERTO MARTÍNEZ SOLARES,1939,
A-04130,EL FANTASMA DE MEDIA NOCHE,MEX,RAPHAEL J. SEVILLA,1939,
A-04131,LA LOCURA DE DON JUAN,MEX,GILBERTO MARTÍNEZ SOLARES,1939,
A-04132,LUCES DE BARRIADA,MEX,ROBERTO O'QUIGLEY,1939,
A-04133,MADRE A LA FUERZA,MEX,ROBERTO O'QUIGLEY,1939,
A-04134,ODIO,MEX,WILLIAM ROWLAND,1939,
A-04135,EL SECRETO DE LA MONJA,MEX,RAPHAEL J. SEVILLA,1939,
A-04136,SENDAS DEL DESTINO,MEX,JUAN J. ORTEGA,1939,
A-04137,ADIÓS MI CHAPARRITA,MEX,RENÉ CARDONA,1939,
A-04138,BORRASCA HUMANA,MEX,"JOSÉ ""CHE"" BOHR",1939,
A-04139,CORAZÓN DE NIÑO (1939),MEX,ALEJANDRO GALINDO / MARCO AURELIO GALINDO,1939,
A-04140,QUE VIENE MI MARIDO!,MEX,CHANO URUETA,1939,
A-04141,PERFIDIA,MEX,WILLIAM ROWLAND,1939,
A-04142,AMOR DE LOS AMORES,MEX,RENÉ CARDONA,1940,
A-04143,CON SU AMABLE PERMISO,MEX,FERNANDO SOLER,1940,
A-04144,MALA YERBA,MEX,GABRIEL SORIA,1940,
A-04145,EL MILAGRO DE CRISTO,MEX,FRANCISCO ELÍAS,1940,
A-04146,POBRE DIABLO,MEX,JOSÉ BENAVIDES JR.,1940,
A-04147,MI MADRECITA,MEX,FRANCISCO ELÍAS,1940,
